"voter_id","county","age","gender"
"6107","Skagit","25-34","Male"
"6108","Benton","65 and over","Male"
"6109","Pierce","35-44","Female"
"6110","Chelan","18-24","Female"
"6111","King","55-64","Female"
"6112","Pierce","65 and over","Male"
"6113","Spokane","45-54","Male"
"6114","Pierce","35-44","Male"
"6115","Pierce","55-64","Female"
"6116","Pierce","35-44","Male"
"6117","King","65 and over","Female"
"6118","King","25-34","Female"
"6119","Clark","25-34","Male"
"6120","Spokane","25-34","Male"
"6121","King","65 and over","Female"
"6122","Snohomish","45-54","Female"
"6123","Pierce","25-34","Female"
"6124","Clallam","55-64","Female"
"6125","Pierce","35-44","Male"
"6126","Whatcom","25-34","Female"
"6127","King","35-44","Male"
"6128","Whitman","35-44","Female"
"6129","Whitman","65 and over","Male"
"6130","Benton","55-64","Female"
"6131","Pierce","45-54","Male"
"6132","Cowlitz","45-54","Male"
"6133","Spokane","18-24","Female"
"6134","Grays Harbor","45-54","Female"
"6135","Pierce","25-34","Female"
"6136","King","18-24","Female"
"6137","Yakima","65 and over","Female"
"6138","Skagit","65 and over","Female"
"6139","Clark","45-54","Male"
"6140","King","25-34","Female"
"6141","Pierce","45-54","Female"
"6142","Yakima","65 and over","Female"
"6143","Thurston","35-44","Male"
"6144","King","35-44","Male"
"6145","King","25-34","Male"
"6146","King","45-54","Female"
"6147","Spokane","55-64","Male"
"6148","Whitman","35-44","Male"
"6149","Benton","65 and over","Male"
"6150","Snohomish","45-54","Female"
"6151","Whitman","18-24","Female"
"6152","Clark","65 and over","Male"
"6153","King","65 and over","Male"
"6154","King","55-64","Male"
"6155","Pierce","18-24","Female"
"6156","Clark","55-64","Male"
"6157","Spokane","35-44","Female"
"6158","Yakima","35-44","Male"
"6159","Snohomish","35-44","Male"
"6160","Pierce","25-34","Male"
"6161","Clallam","65 and over","Female"
"6162","King","45-54","Female"
"6163","Douglas","65 and over","Female"
"6164","Kitsap","65 and over","Male"
"6165","Snohomish","35-44","Male"
"6166","Pierce","25-34","Male"
"6167","King","25-34","Unknown/Other"
"6168","Clark","35-44","Male"
"6169","Clark","45-54","Female"
"6170","Grays Harbor","35-44","Female"
"6171","Spokane","25-34","Female"
"6172","King","35-44","Female"
"6173","Clark","65 and over","Male"
"6174","King","25-34","Female"
"6175","Spokane","25-34","Female"
"6176","Spokane","35-44","Female"
"6177","Skagit","18-24","Male"
"6178","Clark","45-54","Female"
"6179","Snohomish","55-64","Male"
"6180","Franklin","65 and over","Female"
"6181","Whitman","25-34","Female"
"6182","Pierce","55-64","Male"
"6183","Spokane","18-24","Male"
"6184","Thurston","25-34","Male"
"6185","Pierce","35-44","Female"
"6186","Pierce","45-54","Female"
"6187","Whatcom","45-54","Female"
"6188","Whitman","65 and over","Male"
"6189","Snohomish","55-64","Male"
"6190","Yakima","55-64","Male"
"6191","King","18-24","Male"
"6192","Snohomish","45-54","Male"
"6193","Snohomish","55-64","Male"
"6194","Spokane","65 and over","Male"
"6195","King","25-34","Male"
"6196","King","45-54","Female"
"6197","Clark","25-34","Male"
"6198","Benton","25-34","Male"
"6199","Pierce","55-64","Female"
"6200","Yakima","65 and over","Male"
"6201","King","35-44","Male"
"6202","Kitsap","65 and over","Female"
"6203","Whatcom","65 and over","Male"
"6204","Pierce","45-54","Female"
"6205","Clark","65 and over","Male"
"6206","Franklin","35-44","Female"
"6207","Snohomish","18-24","Unknown/Other"
"6208","Snohomish","45-54","Female"
"6209","Benton","35-44","Male"
"6210","King","35-44","Female"
"6211","King","35-44","Male"
"6212","Lewis","45-54","Female"
"6213","King","55-64","Female"
"6214","Island","35-44","Male"
"6215","Lewis","65 and over","Female"
"6216","Pierce","65 and over","Male"
"6217","Grays Harbor","18-24","Male"
"6218","Franklin","65 and over","Female"
"6219","King","65 and over","Male"
"6220","Snohomish","25-34","Female"
"6221","King","35-44","Female"
"6222","Yakima","25-34","Female"
"6223","King","25-34","Female"
"6224","Snohomish","65 and over","Male"
"6225","Snohomish","25-34","Female"
"6226","King","25-34","Female"
"6227","Yakima","25-34","Female"
"6228","Franklin","25-34","Female"
"6229","Lewis","55-64","Male"
"6230","Grant","18-24","Male"
"6231","San Juan","55-64","Female"
"6232","King","18-24","Male"
"6233","Pierce","25-34","Male"
"6234","Yakima","25-34","Male"
"6235","Snohomish","55-64","Male"
"6236","Benton","65 and over","Unknown/Other"
"6237","Snohomish","45-54","Male"
"6238","Snohomish","35-44","Male"
"6239","King","55-64","Unknown/Other"
"6240","King","45-54","Female"
"6241","Snohomish","65 and over","Male"
"6242","Pierce","25-34","Male"
"6243","King","35-44","Female"
"6244","Grant","35-44","Female"
"6245","Whatcom","35-44","Female"
"6246","King","35-44","Unknown/Other"
"6247","Skagit","65 and over","Female"
"6248","Spokane","65 and over","Male"
"6249","Benton","25-34","Male"
"6250","Yakima","65 and over","Female"
"6251","Stevens","35-44","Male"
"6252","Pierce","25-34","Male"
"6253","Yakima","18-24","Female"
"6254","Pacific","45-54","Male"
"6255","King","35-44","Male"
"6256","Thurston","25-34","Female"
"6257","Pierce","55-64","Male"
"6258","Yakima","65 and over","Male"
"6259","Snohomish","65 and over","Female"
"6260","Thurston","65 and over","Male"
"6261","Snohomish","55-64","Female"
"6262","Thurston","55-64","Male"
"6263","Snohomish","65 and over","Male"
"6264","King","35-44","Male"
"6265","Yakima","65 and over","Male"
"6266","King","65 and over","Unknown/Other"
"6267","Pierce","18-24","Female"
"6268","Thurston","65 and over","Male"
"6269","Chelan","65 and over","Female"
"6270","Jefferson","35-44","Female"
"6271","King","55-64","Female"
"6272","Walla Walla","65 and over","Male"
"6273","King","45-54","Female"
"6274","King","45-54","Male"
"6275","King","35-44","Female"
"6276","Yakima","65 and over","Female"
"6277","Spokane","25-34","Female"
"6278","King","45-54","Male"
"6279","Pierce","35-44","Male"
"6280","Benton","65 and over","Male"
"6281","Skagit","65 and over","Male"
"6282","King","45-54","Female"
"6283","Benton","65 and over","Male"
"6284","Spokane","45-54","Male"
"6285","Snohomish","45-54","Male"
"6286","King","35-44","Female"
"6287","Grant","65 and over","Male"
"6288","King","18-24","Female"
"6289","Snohomish","35-44","Female"
"6290","Kitsap","65 and over","Female"
"6291","Spokane","45-54","Female"
"6292","King","65 and over","Female"
"6293","Pierce","25-34","Female"
"6294","Walla Walla","25-34","Female"
"6295","Clark","65 and over","Female"
"6296","Kitsap","25-34","Male"
"6297","Kitsap","45-54","Female"
"6298","Whatcom","55-64","Female"
"6299","Lewis","65 and over","Male"
"6300","Clark","35-44","Male"
"6301","Chelan","65 and over","Female"
"6302","Thurston","25-34","Male"
"6303","Spokane","18-24","Male"
"6304","King","18-24","Male"
"6305","Kittitas","25-34","Female"
"6306","Snohomish","35-44","Male"
"6307","Clark","35-44","Female"
"6308","Island","25-34","Female"
"6309","Snohomish","45-54","Female"
"6310","Whatcom","35-44","Male"
"6311","Walla Walla","65 and over","Male"
"6312","Pierce","35-44","Male"
"6313","Grant","25-34","Male"
"6314","Snohomish","18-24","Male"
"6315","King","65 and over","Male"
"6316","Clark","45-54","Male"
"6317","Pierce","25-34","Female"
"6318","King","25-34","Male"
"6319","King","45-54","Male"
"6320","Snohomish","65 and over","Male"
"6321","Benton","45-54","Female"
"6322","Walla Walla","65 and over","Male"
"6323","Benton","45-54","Female"
"6324","Lewis","18-24","Female"
"6325","Clallam","25-34","Male"
"6326","King","55-64","Female"
"6327","Whatcom","25-34","Female"
"6328","King","18-24","Female"
"6329","Spokane","18-24","Female"
"6330","Jefferson","65 and over","Female"
"6331","King","25-34","Female"
"6332","Benton","45-54","Female"
"6333","King","65 and over","Male"
"6334","Whatcom","45-54","Female"
"6335","Snohomish","35-44","Male"
"6336","Yakima","55-64","Female"
"6337","King","45-54","Female"
"6338","Chelan","25-34","Male"
"6339","Pierce","55-64","Female"
"6340","Yakima","45-54","Male"
"6341","Pierce","18-24","Unknown/Other"
"6342","King","55-64","Male"
"6343","Island","65 and over","Female"
"6344","King","45-54","Female"
"6345","Clark","25-34","Male"
"6346","King","35-44","Female"
"6347","Clark","65 and over","Female"
"6348","Clark","45-54","Female"
"6349","Grays Harbor","65 and over","Male"
"6350","Spokane","65 and over","Female"
"6351","Snohomish","45-54","Unknown/Other"
"6352","Pierce","65 and over","Male"
"6353","Spokane","45-54","Unknown/Other"
"6354","Pierce","35-44","Male"
"6355","Snohomish","45-54","Male"
"6356","Benton","25-34","Male"
"6357","Whatcom","35-44","Female"
"6358","King","45-54","Female"
"6359","Skagit","65 and over","Female"
"6360","Pierce","18-24","Female"
"6361","Spokane","25-34","Female"
"6362","Chelan","45-54","Female"
"6363","Thurston","65 and over","Male"
"6364","Benton","65 and over","Male"
"6365","Grant","65 and over","Male"
"6366","Island","65 and over","Male"
"6367","Kitsap","65 and over","Male"
"6368","King","65 and over","Male"
"6369","Grays Harbor","35-44","Female"
"6370","King","35-44","Male"
"6371","King","65 and over","Male"
"6372","Snohomish","18-24","Female"
"6373","Clark","35-44","Female"
"6374","Spokane","55-64","Unknown/Other"
"6375","King","25-34","Male"
"6376","King","65 and over","Unknown/Other"
"6377","Snohomish","18-24","Female"
"6378","Kitsap","25-34","Female"
"6379","Grant","45-54","Female"
"6380","King","25-34","Male"
"6381","Clallam","65 and over","Female"
"6382","King","65 and over","Male"
"6383","Lewis","45-54","Female"
"6384","Snohomish","65 and over","Female"
"6385","Cowlitz","65 and over","Female"
"6386","Cowlitz","65 and over","Male"
"6387","Kitsap","35-44","Male"
"6388","King","65 and over","Male"
"6389","Whatcom","45-54","Female"
"6390","Snohomish","35-44","Female"
"6391","Snohomish","55-64","Male"
"6392","Pierce","35-44","Female"
"6393","Pierce","65 and over","Female"
"6394","Pierce","35-44","Female"
"6395","Yakima","18-24","Female"
"6396","Clark","65 and over","Female"
"6397","Lewis","45-54","Male"
"6398","Snohomish","25-34","Female"
"6399","King","45-54","Male"
"6400","Kitsap","65 and over","Male"
"6401","Stevens","55-64","Female"
"6402","Cowlitz","55-64","Unknown/Other"
"6403","King","25-34","Unknown/Other"
"6404","King","65 and over","Female"
"6405","King","65 and over","Unknown/Other"
"6406","King","45-54","Female"
"6407","King","45-54","Male"
"6408","Clark","55-64","Female"
"6409","Pierce","45-54","Female"
"6410","King","65 and over","Female"
"6411","Grays Harbor","65 and over","Female"
"6412","Pierce","25-34","Male"
"6413","Grant","65 and over","Female"
"6414","Pierce","45-54","Male"
"6415","Skagit","25-34","Male"
"6416","Yakima","35-44","Male"
"6417","Clark","25-34","Male"
"6418","Stevens","65 and over","Male"
"6419","Grant","65 and over","Male"
"6420","Spokane","65 and over","Male"
"6421","King","18-24","Male"
"6422","Mason","65 and over","Male"
"6423","King","18-24","Male"
"6424","Spokane","25-34","Female"
"6425","Snohomish","45-54","Female"
"6426","Thurston","55-64","Female"
"6427","King","45-54","Male"
"6428","King","55-64","Male"
"6429","Snohomish","65 and over","Female"
"6430","Skagit","18-24","Male"
"6431","Snohomish","65 and over","Female"
"6432","Yakima","65 and over","Male"
"6433","Pierce","55-64","Female"
"6434","Pend Oreille","35-44","Male"
"6435","Clark","45-54","Female"
"6436","Pierce","65 and over","Male"
"6437","King","25-34","Female"
"6438","Yakima","18-24","Female"
"6439","Kitsap","45-54","Female"
"6440","Snohomish","35-44","Male"
"6441","King","35-44","Female"
"6442","Grays Harbor","18-24","Female"
"6443","Kitsap","18-24","Male"
"6444","Cowlitz","18-24","Female"
"6445","Whatcom","45-54","Female"
"6446","Walla Walla","55-64","Female"
"6447","Pacific","65 and over","Female"
"6448","King","65 and over","Female"
"6449","Whatcom","18-24","Male"
"6450","Clark","18-24","Male"
"6451","King","65 and over","Male"
"6452","Pierce","18-24","Male"
"6453","Grays Harbor","65 and over","Male"
"6454","Pierce","65 and over","Female"
"6455","Spokane","25-34","Female"
"6456","Whitman","55-64","Female"
"6457","Clark","65 and over","Female"
"6458","Island","65 and over","Female"
"6459","Snohomish","45-54","Male"
"6460","Douglas","45-54","Female"
"6461","King","55-64","Male"
"6462","Whatcom","25-34","Female"
"6463","King","35-44","Male"
"6464","Pierce","45-54","Female"
"6465","Cowlitz","55-64","Female"
"6466","Whatcom","18-24","Unknown/Other"
"6467","Kitsap","55-64","Male"
"6468","Kitsap","45-54","Male"
"6469","Clark","25-34","Female"
"6470","Whatcom","65 and over","Female"
"6471","King","18-24","Female"
"6472","Clark","18-24","Male"
"6473","Cowlitz","25-34","Female"
"6474","Snohomish","55-64","Male"
"6475","Adams","35-44","Female"
"6476","Pierce","65 and over","Male"
"6477","King","25-34","Female"
"6478","Stevens","65 and over","Female"
"6479","King","35-44","Female"
"6480","King","45-54","Male"
"6481","Spokane","55-64","Male"
"6482","Skagit","65 and over","Female"
"6483","King","65 and over","Female"
"6484","Columbia","55-64","Female"
"6485","Chelan","65 and over","Unknown/Other"
"6486","Mason","55-64","Female"
"6487","Clark","55-64","Male"
"6488","King","18-24","Male"
"6489","Thurston","25-34","Male"
"6490","Benton","25-34","Male"
"6491","King","25-34","Male"
"6492","Pierce","55-64","Female"
"6493","Pierce","55-64","Female"
"6494","Whatcom","45-54","Male"
"6495","Spokane","45-54","Female"
"6496","Snohomish","65 and over","Male"
"6497","King","65 and over","Male"
"6498","Snohomish","35-44","Male"
"6499","Spokane","45-54","Female"
"6500","Benton","65 and over","Female"
"6501","Pierce","45-54","Female"
"6502","King","65 and over","Male"
"6503","Pierce","65 and over","Female"
"6504","Spokane","65 and over","Female"
"6505","Lewis","45-54","Female"
"6506","King","35-44","Male"
"6507","Yakima","65 and over","Male"
"6508","Snohomish","18-24","Male"
"6509","Pierce","45-54","Female"
"6510","Jefferson","55-64","Female"
"6511","Jefferson","65 and over","Female"
"6512","Whatcom","18-24","Female"
"6513","King","65 and over","Male"
"6514","Thurston","65 and over","Male"
"6515","Okanogan","65 and over","Male"
"6516","Kitsap","25-34","Female"
"6517","Chelan","55-64","Male"
"6518","King","35-44","Male"
"6519","Spokane","25-34","Female"
"6520","Snohomish","45-54","Female"
"6521","King","18-24","Female"
"6522","Spokane","35-44","Female"
"6523","Pierce","45-54","Female"
"6524","Pierce","18-24","Female"
"6525","Pierce","18-24","Female"
"6526","Snohomish","35-44","Female"
"6527","Thurston","25-34","Male"
"6528","Benton","55-64","Male"
"6529","Clark","25-34","Female"
"6530","Pierce","65 and over","Unknown/Other"
"6531","King","18-24","Male"
"6532","Whatcom","65 and over","Female"
"6533","King","65 and over","Female"
"6534","Snohomish","55-64","Female"
"6535","Grant","45-54","Female"
"6536","King","35-44","Male"
"6537","Cowlitz","55-64","Male"
"6538","Snohomish","25-34","Male"
"6539","Ferry","45-54","Female"
"6540","Clark","65 and over","Female"
"6541","Pierce","55-64","Male"
"6542","Kitsap","55-64","Male"
"6543","Spokane","35-44","Female"
"6544","Pierce","45-54","Male"
"6545","King","35-44","Unknown/Other"
"6546","Skagit","35-44","Male"
"6547","Clark","45-54","Male"
"6548","Mason","65 and over","Male"
"6549","Thurston","25-34","Female"
"6550","King","65 and over","Male"
"6551","Thurston","35-44","Male"
"6552","Snohomish","35-44","Female"
"6553","King","25-34","Female"
"6554","King","25-34","Female"
"6555","Clark","45-54","Male"
"6556","Lewis","65 and over","Male"
"6557","Pierce","35-44","Female"
"6558","Grant","35-44","Female"
"6559","Pierce","18-24","Female"
"6560","Grant","65 and over","Female"
"6561","Clark","65 and over","Female"
"6562","King","45-54","Female"
"6563","Whatcom","18-24","Male"
"6564","Kitsap","65 and over","Male"
"6565","Pierce","55-64","Male"
"6566","Benton","45-54","Female"
"6567","Snohomish","35-44","Male"
"6568","Thurston","18-24","Male"
"6569","Pierce","45-54","Male"
"6570","Franklin","55-64","Male"
"6571","Pierce","45-54","Female"
"6572","King","35-44","Male"
"6573","King","18-24","Female"
"6574","King","65 and over","Female"
"6575","Lewis","18-24","Female"
"6576","Clark","35-44","Male"
"6577","Spokane","35-44","Male"
"6578","Cowlitz","55-64","Male"
"6579","Benton","45-54","Female"
"6580","Cowlitz","18-24","Female"
"6581","Walla Walla","65 and over","Male"
"6582","Whatcom","25-34","Male"
"6583","King","25-34","Female"
"6584","Clark","65 and over","Male"
"6585","King","65 and over","Female"
"6586","Pierce","55-64","Male"
"6587","King","45-54","Female"
"6588","Walla Walla","18-24","Female"
"6589","Pierce","45-54","Male"
"6590","Island","35-44","Male"
"6591","King","45-54","Female"
"6592","Spokane","45-54","Male"
"6593","Snohomish","55-64","Female"
"6594","Pierce","55-64","Female"
"6595","King","18-24","Unknown/Other"
"6596","Grant","18-24","Female"
"6597","Clark","35-44","Male"
"6598","King","35-44","Male"
"6599","King","65 and over","Male"
"6600","Clark","65 and over","Male"
"6601","Spokane","55-64","Female"
"6602","Spokane","25-34","Male"
"6603","Clark","55-64","Female"
"6604","Stevens","65 and over","Male"
"6605","Pierce","65 and over","Female"
"6606","Skagit","65 and over","Female"
"6607","Grant","35-44","Female"
"6608","Clark","65 and over","Female"
"6609","Benton","55-64","Male"
"6610","Kitsap","18-24","Female"
"6611","Snohomish","45-54","Female"
"6612","Chelan","18-24","Female"
"6613","Benton","18-24","Male"
"6614","Pierce","18-24","Female"
"6615","King","65 and over","Female"
"6616","Jefferson","25-34","Male"
"6617","Snohomish","65 and over","Male"
"6618","Clark","65 and over","Male"
"6619","Clallam","65 and over","Female"
"6620","King","18-24","Female"
"6621","Clark","45-54","Female"
"6622","Franklin","18-24","Unknown/Other"
"6623","Kitsap","25-34","Male"
"6624","San Juan","55-64","Female"
"6625","Thurston","45-54","Male"
"6626","Island","25-34","Female"
"6627","King","65 and over","Male"
"6628","Pierce","65 and over","Male"
"6629","Thurston","45-54","Male"
"6630","King","25-34","Female"
"6631","Clark","18-24","Female"
"6632","Island","65 and over","Male"
"6633","Spokane","25-34","Female"
"6634","Spokane","55-64","Female"
"6635","King","65 and over","Male"
"6636","Pierce","18-24","Male"
"6637","Yakima","55-64","Female"
"6638","Pierce","45-54","Female"
"6639","Snohomish","35-44","Male"
"6640","Kittitas","45-54","Male"
"6641","King","25-34","Male"
"6642","Yakima","45-54","Male"
"6643","King","35-44","Male"
"6644","Benton","65 and over","Male"
"6645","Spokane","45-54","Female"
"6646","King","45-54","Male"
"6647","Franklin","65 and over","Female"
"6648","Jefferson","65 and over","Male"
"6649","Clark","35-44","Male"
"6650","Chelan","35-44","Male"
"6651","Clark","65 and over","Female"
"6652","Whatcom","65 and over","Unknown/Other"
"6653","Mason","65 and over","Female"
"6654","Chelan","55-64","Male"
"6655","Skagit","55-64","Male"
"6656","Skagit","65 and over","Male"
"6657","Stevens","45-54","Female"
"6658","King","25-34","Male"
"6659","Pierce","35-44","Male"
"6660","Pierce","25-34","Female"
"6661","King","55-64","Male"
"6662","King","35-44","Male"
"6663","Skagit","65 and over","Unknown/Other"
"6664","King","55-64","Female"
"6665","Snohomish","45-54","Female"
"6666","King","25-34","Male"
"6667","Pierce","55-64","Female"
"6668","Pierce","18-24","Female"
"6669","Thurston","18-24","Male"
"6670","Snohomish","55-64","Female"
"6671","Chelan","65 and over","Female"
"6672","King","35-44","Female"
"6673","King","35-44","Female"
"6674","Pierce","65 and over","Male"
"6675","Kitsap","35-44","Female"
"6676","Clallam","25-34","Female"
"6677","Jefferson","55-64","Unknown/Other"
"6678","King","65 and over","Male"
"6679","Pierce","18-24","Male"
"6680","Pierce","25-34","Male"
"6681","Snohomish","35-44","Male"
"6682","King","45-54","Female"
"6683","Snohomish","25-34","Male"
"6684","Spokane","18-24","Female"
"6685","King","45-54","Male"
"6686","King","45-54","Unknown/Other"
"6687","Clallam","65 and over","Male"
"6688","King","35-44","Unknown/Other"
"6689","Pierce","35-44","Female"
"6690","Snohomish","65 and over","Female"
"6691","Whatcom","65 and over","Female"
"6692","King","35-44","Male"
"6693","Pierce","55-64","Male"
"6694","King","55-64","Female"
"6695","Yakima","45-54","Female"
"6696","King","55-64","Female"
"6697","Kitsap","35-44","Male"
"6698","King","18-24","Female"
"6699","Pierce","55-64","Female"
"6700","King","55-64","Female"
"6701","Spokane","55-64","Female"
"6702","King","35-44","Female"
"6703","Pierce","35-44","Male"
"6704","King","25-34","Male"
"6705","King","55-64","Male"
"6706","Snohomish","55-64","Male"
"6707","King","65 and over","Male"
"6708","Thurston","18-24","Female"
"6709","King","45-54","Female"
"6710","Clark","65 and over","Male"
"6711","Snohomish","65 and over","Male"
"6712","Pierce","25-34","Female"
"6713","Skagit","55-64","Female"
"6714","Grays Harbor","25-34","Male"
"6715","Snohomish","65 and over","Male"
"6716","Snohomish","65 and over","Female"
"6717","King","25-34","Male"
"6718","Clark","65 and over","Male"
"6719","Pierce","65 and over","Male"
"6720","Clallam","65 and over","Male"
"6721","Skagit","55-64","Female"
"6722","Spokane","65 and over","Male"
"6723","Cowlitz","45-54","Female"
"6724","Spokane","45-54","Female"
"6725","Clallam","25-34","Female"
"6726","Thurston","45-54","Female"
"6727","Thurston","55-64","Female"
"6728","King","55-64","Female"
"6729","Kitsap","55-64","Male"
"6730","Snohomish","65 and over","Male"
"6731","Skagit","18-24","Female"
"6732","King","18-24","Male"
"6733","King","65 and over","Female"
"6734","Lewis","18-24","Male"
"6735","Snohomish","35-44","Male"
"6736","Whatcom","18-24","Female"
"6737","Pierce","35-44","Male"
"6738","Pierce","65 and over","Male"
"6739","Stevens","65 and over","Female"
"6740","King","25-34","Male"
"6741","Benton","18-24","Male"
"6742","Spokane","55-64","Female"
"6743","King","45-54","Male"
"6744","Clark","35-44","Female"
"6745","Pierce","65 and over","Male"
"6746","Thurston","65 and over","Male"
"6747","Benton","35-44","Female"
"6748","Lewis","18-24","Male"
"6749","Snohomish","55-64","Male"
"6750","King","25-34","Female"
"6751","King","18-24","Unknown/Other"
"6752","King","65 and over","Female"
"6753","Grant","65 and over","Female"
"6754","Skagit","45-54","Female"
"6755","King","55-64","Male"
"6756","King","35-44","Male"
"6757","King","45-54","Male"
"6758","King","35-44","Female"
"6759","Snohomish","65 and over","Male"
"6760","King","65 and over","Female"
"6761","Whatcom","65 and over","Female"
"6762","Pierce","35-44","Male"
"6763","King","65 and over","Male"
"6764","Spokane","35-44","Male"
"6765","Yakima","65 and over","Female"
"6766","Benton","45-54","Female"
"6767","King","65 and over","Male"
"6768","King","65 and over","Male"
"6769","Whatcom","25-34","Male"
"6770","Pierce","45-54","Female"
"6771","Pierce","45-54","Male"
"6772","Clark","55-64","Male"
"6773","King","55-64","Female"
"6774","Spokane","65 and over","Female"
"6775","Pierce","25-34","Female"
"6776","Pierce","25-34","Male"
"6777","Snohomish","45-54","Male"
"6778","Yakima","35-44","Female"
"6779","Snohomish","35-44","Female"
"6780","Pierce","65 and over","Female"
"6781","Stevens","45-54","Male"
"6782","Thurston","35-44","Male"
"6783","Snohomish","65 and over","Female"
"6784","King","35-44","Female"
"6785","King","35-44","Female"
"6786","Spokane","35-44","Male"
"6787","Island","35-44","Male"
"6788","Kitsap","35-44","Female"
"6789","Snohomish","25-34","Female"
"6790","Spokane","25-34","Female"
"6791","King","45-54","Female"
"6792","Pierce","35-44","Female"
"6793","San Juan","65 and over","Male"
"6794","Whitman","65 and over","Female"
"6795","Skagit","25-34","Female"
"6796","Snohomish","25-34","Female"
"6797","Kitsap","25-34","Male"
"6798","King","35-44","Male"
"6799","King","45-54","Male"
"6800","Kitsap","35-44","Male"
"6801","King","55-64","Female"
"6802","Snohomish","65 and over","Male"
"6803","King","35-44","Female"
"6804","King","65 and over","Female"
"6805","Thurston","65 and over","Male"
"6806","King","25-34","Male"
"6807","Kitsap","65 and over","Male"
"6808","Thurston","65 and over","Female"
"6809","King","45-54","Male"
"6810","Pierce","25-34","Female"
"6811","King","35-44","Male"
"6812","Snohomish","55-64","Male"
"6813","Benton","18-24","Female"
"6814","Clark","65 and over","Female"
"6815","Mason","65 and over","Female"
"6816","Mason","45-54","Female"
"6817","King","45-54","Female"
"6818","King","55-64","Female"
"6819","Benton","35-44","Female"
"6820","Benton","35-44","Female"
"6821","Pierce","65 and over","Female"
"6822","Snohomish","65 and over","Female"
"6823","Clark","35-44","Female"
"6824","Adams","35-44","Female"
"6825","Clark","35-44","Female"
"6826","Chelan","35-44","Male"
"6827","King","45-54","Male"
"6828","Whatcom","35-44","Male"
"6829","Whatcom","65 and over","Female"
"6830","Spokane","25-34","Male"
"6831","King","65 and over","Female"
"6832","King","18-24","Female"
"6833","Pierce","25-34","Female"
"6834","Pierce","25-34","Male"
"6835","Grays Harbor","55-64","Male"
"6836","Lewis","45-54","Male"
"6837","Kitsap","18-24","Female"
"6838","King","35-44","Male"
"6839","King","45-54","Female"
"6840","Spokane","45-54","Male"
"6841","King","25-34","Female"
"6842","Snohomish","35-44","Male"
"6843","King","55-64","Female"
"6844","Thurston","65 and over","Male"
"6845","Yakima","55-64","Male"
"6846","Snohomish","55-64","Female"
"6847","King","55-64","Male"
"6848","Spokane","55-64","Male"
"6849","Spokane","35-44","Female"
"6850","Jefferson","55-64","Female"
"6851","Spokane","18-24","Male"
"6852","King","45-54","Female"
"6853","Snohomish","35-44","Male"
"6854","Snohomish","45-54","Male"
"6855","King","65 and over","Male"
"6856","King","18-24","Male"
"6857","Clark","55-64","Male"
"6858","Benton","25-34","Male"
"6859","Franklin","35-44","Female"
"6860","Clark","65 and over","Female"
"6861","King","25-34","Female"
"6862","King","65 and over","Male"
"6863","Benton","45-54","Female"
"6864","Spokane","18-24","Female"
"6865","Spokane","65 and over","Male"
"6866","Grant","65 and over","Female"
"6867","Whatcom","45-54","Male"
"6868","Grant","65 and over","Male"
"6869","Island","55-64","Female"
"6870","Pierce","25-34","Male"
"6871","Clallam","55-64","Female"
"6872","Clark","45-54","Female"
"6873","King","55-64","Male"
"6874","Grant","18-24","Male"
"6875","Okanogan","45-54","Male"
"6876","Okanogan","65 and over","Female"
"6877","Spokane","35-44","Male"
"6878","Okanogan","18-24","Male"
"6879","Okanogan","35-44","Male"
"6880","King","65 and over","Female"
"6881","Yakima","25-34","Male"
"6882","King","45-54","Female"
"6883","Grant","35-44","Female"
"6884","Pierce","55-64","Male"
"6885","Whatcom","35-44","Female"
"6886","Spokane","35-44","Female"
"6887","Kitsap","35-44","Male"
"6888","Pierce","35-44","Male"
"6889","Snohomish","55-64","Female"
"6890","Snohomish","45-54","Male"
"6891","Thurston","45-54","Male"
"6892","Clark","55-64","Female"
"6893","Clallam","65 and over","Male"
"6894","Whatcom","25-34","Female"
"6895","Snohomish","45-54","Female"
"6896","Spokane","65 and over","Female"
"6897","Spokane","55-64","Male"
"6898","Thurston","65 and over","Male"
"6899","Whatcom","65 and over","Male"
"6900","King","25-34","Male"
"6901","Asotin","45-54","Female"
"6902","Clark","25-34","Male"
"6903","Spokane","35-44","Female"
"6904","Pierce","45-54","Male"
"6905","Pierce","18-24","Female"
"6906","Snohomish","55-64","Female"
"6907","Pierce","45-54","Male"
"6908","King","45-54","Male"
"6909","Thurston","55-64","Female"
"6910","Clallam","65 and over","Female"
"6911","Clark","55-64","Male"
"6912","Yakima","35-44","Male"
"6913","Yakima","25-34","Male"
"6914","Thurston","25-34","Male"
"6915","Clark","65 and over","Female"
"6916","Snohomish","35-44","Female"
"6917","Yakima","55-64","Male"
"6918","Walla Walla","55-64","Male"
"6919","Yakima","25-34","Male"
"6920","King","25-34","Female"
"6921","Mason","65 and over","Male"
"6922","Pierce","35-44","Female"
"6923","Grant","65 and over","Female"
"6924","Spokane","45-54","Male"
"6925","Snohomish","55-64","Female"
"6926","Pierce","45-54","Female"
"6927","Thurston","65 and over","Female"
"6928","Snohomish","55-64","Female"
"6929","Pierce","45-54","Male"
"6930","Thurston","45-54","Male"
"6931","King","35-44","Female"
"6932","King","65 and over","Male"
"6933","Pierce","35-44","Female"
"6934","Snohomish","35-44","Female"
"6935","Whatcom","55-64","Male"
"6936","Snohomish","65 and over","Male"
